id,number,title,state,author,created_at,updated_at,closed_at,labels,comments,reactions_total,html_url,summary
3394791817,12465,number_input cannot handle spaces in numbers in firefox,open,AlexAuragan,2025-09-08T15:58:46Z,2025-11-08T01:39:54Z,,"type:enhancement, feature:st.number_input",8,2,https://github.com/streamlit/streamlit/issues/12465,"In `st.number_input`, typing numbers with spaces (e.g., '100 000') fails or results in a `None` value, particularly in Firefox. The widget does not strip spaces or handle them gracefully. The request is to allow spaces in input and parse them correctly."
3387398550,12442,Optimize API for type checking with `ty`,open,RubenVanEldik,2025-09-05T12:31:20Z,2025-09-05T17:43:25Z,,"type:enhancement, feature:st.stop, area:typing",5,1,https://github.com/streamlit/streamlit/issues/12442,The new Python type checker `ty` flags `st.stop()` as an invalid return type because it expects `NoReturn` but sees implicit `None`. This issue requests updating Streamlit's type hints to be compatible with `ty`'s strict analysis.
3383816984,12434,Make titles/headers align better in horizontal container,open,jrieke,2025-09-04T13:33:08Z,2025-09-08T07:07:13Z,,"type:enhancement, area:layout, feature:st.container, feature:st.header, feature:st.title",1,2,https://github.com/streamlit/streamlit/issues/12434,Titles and headers have default vertical padding that causes misalignment when placed next to other widgets in a horizontal container. The request is to adjust padding or alignment logic automatically when these elements are inside a horizontal layout.
3381666401,12425,Make charts use `textColor` for all text,open,jrieke,2025-09-04T00:11:08Z,2025-09-04T00:11:17Z,,"type:enhancement, feature:st.altair_chart, feature:st.plotly_chart, feature:theming",1,2,https://github.com/streamlit/streamlit/issues/12425,"Customizing the `textColor` in Streamlit's theme configuration does not propagate to charts (Altair/Plotly), which continue to use their default text colors. Charts should automatically inherit the global `textColor` setting for consistency."
3381662312,12424,Add theming config option to set the color of headings,open,jrieke,2025-09-04T00:08:14Z,2025-09-04T00:16:43Z,,"type:enhancement, feature:theming, feature:st.header, feature:st.title",1,1,https://github.com/streamlit/streamlit/issues/12424,"The theming system allows customizing the font of headings but not their color independently of the global text. The user requests a new config option (e.g., `headingColor`) to define a specific color for titles and headers."
3380795053,12418,Ability to set background of st.container (or perhaps support for cards),open,sfc-gh-tteixeira,2025-09-03T18:12:17Z,2025-09-03T23:22:36Z,,"type:enhancement, feature:st.container",1,7,https://github.com/streamlit/streamlit/issues/12418,Users want the ability to set a background color for `st.container` or `st.columns`. This helps visually distinguish sections (creating a 'card' effect) without relying solely on borders. Proposed solutions include a new `st.card` component or style options.
3380640574,12417,"Add title to status callouts (`st.info`, etc)",open,jrieke,2025-09-03T17:16:31Z,2025-11-10T22:28:49Z,,"type:enhancement, good first issue, feature:st.info, feature:st.success, feature:st.warning, feature:st.error",3,4,https://github.com/streamlit/streamlit/issues/12417,"`st.info`, `st.warning`, etc., currently display a simple message. Users request a `title` parameter to add a bold heading above the message text within the alert box. This would make the alerts more structured and descriptive."
3373448455,12396,`st.filter_bar` widget to filter dataframes,open,lukasmasuch,2025-09-01T17:56:22Z,2025-09-01T18:03:59Z,,"type:enhancement, area:arrow, area:widgets",1,11,https://github.com/streamlit/streamlit/issues/12396,A feature request for a high-level `st.filter_bar` widget that automatically generates UI filters for a given dataframe. This would replace the need for manually creating individual input widgets for each column to filter data.
3373395858,12395,Easier cross-filtering between charts/dataframes,open,jrieke,2025-09-01T17:27:32Z,2025-09-01T17:31:18Z,,"type:enhancement, feature:st.dataframe, feature:charts, feature:st.altair_chart, feature:st.vega_lite_chart, feature:st.plotly_chart, feature:st.pydeck_chart",1,3,https://github.com/streamlit/streamlit/issues/12395,"Users want a simpler way to implement cross-filtering between charts and dataframes, commonly found in BI dashboards. Currently, achieving this requires complex session state management and manual filtering logic, which triggers full page reruns. The request proposes a cleaner API, possibly via `on_select` syncing or a dedicated `st.cross_filter` command to link visualizations automatically."
3373198560,12394,Enable passing column_config to charting commands,open,arnaudmiribel,2025-09-01T16:04:44Z,2025-09-01T16:46:40Z,,"type:enhancement, feature:st.altair_chart, feature:st.vega_lite_chart, feature:st.column_config, feature:builtin-charts",1,2,https://github.com/streamlit/streamlit/issues/12394,"This request suggests allowing `column_config` to be passed directly to charting commands like `st.altair_chart`. Since chart containers now include a toolbar button to view underlying data, users want to format that data presentation (e.g., number formatting) just like in `st.dataframe`. Currently, the raw data is shown without customization options unless displayed separately."
3373140511,12392,Fixing state management issues with Streamlit's st.pills component where selections get reset when available options change dynamically and pills require double-clicks to toggle,open,bartekkuzma,2025-09-01T15:42:51Z,2025-09-01T16:37:05Z,,"type:enhancement, feature:st.feedback, feature:st.segmented_control, feature:st.pills",2,1,https://github.com/streamlit/streamlit/issues/12392,"The user is experiencing state management bugs with `st.pills` when options change dynamically based on parent selections. Specifically, previously selected items get cleared unexpectedly when new options are added, and toggling selection sometimes requires double-clicks. The desired behavior is for valid selections to persist across updates and for single-click toggling to work consistently."
3372484441,12390,Regression in v1.49.0 when showing layered altair chart in dialog - tooltips not showing when a facet option is specified,open,marawanokasha,2025-09-01T12:26:10Z,2025-11-13T13:42:11Z,,"type:bug, type:regression, status:confirmed, priority:P3, feature:st.altair_chart, feature:st.vega_lite_chart",9,3,https://github.com/streamlit/streamlit/issues/12390,"A regression in version 1.49.0 causes tooltips in layered Altair charts to disappear for all but the last layer when displayed inside an `st.dialog`. This issue only occurs when a facet encoding (like color) is used, whereas it works correctly on the main page. The expected behavior is for tooltips to function on all layers regardless of the container."
3368333391,12380,Update error dialogs to be more helpful,open,lukasmasuch,2025-08-29T22:13:50Z,2025-08-31T16:32:53Z,,"type:enhancement, area:frontend",2,3,https://github.com/streamlit/streamlit/issues/12380,"The current error dialogs for connection timeouts and other states are generic and don't clearly instruct the user on how to resolve the issue. The proposal is to update the text to be more actionable, such as explicitly suggesting a page reload or contacting the app builder. This would improve the user experience during error states."
3365514649,12365,Set default zoom level of `st.pdf`,open,amanchaudhary-95,2025-08-29T05:26:55Z,2025-08-29T12:21:53Z,,"type:enhancement, feature:st.pdf",1,5,https://github.com/streamlit/streamlit/issues/12365,"The `st.pdf` component lacks customization options for the initial view. Users request parameters to set the default zoom level, width, and potentially the starting page number. This would allow the PDF viewer to open in a state that is optimized for the specific document being displayed."
3365494819,12364,Copy text from `st.pdf`,open,amanchaudhary-95,2025-08-29T05:16:21Z,2025-09-02T18:44:57Z,,"type:enhancement, feature:st.pdf",2,2,https://github.com/streamlit/streamlit/issues/12364,"The current `st.pdf` implementation renders PDFs as images, preventing users from selecting and copying text. This limits usability for users who need to extract information from documents. The request is to enable text selection and copying within the PDF viewer, possibly by using a different rendering method or configuration."
3365491909,12363,Download the pdf file in `st.pdf`,open,amanchaudhary-95,2025-08-29T05:14:28Z,2025-09-22T14:21:20Z,,"type:enhancement, feature:st.pdf",1,5,https://github.com/streamlit/streamlit/issues/12363,"While `st.pdf` allows viewing documents, it lacks a native download or print button. Users often need to save the PDF locally after viewing it. The request is to add built-in functionality to download or print the PDF directly from the viewer component."
3487630583,12702,Support for Multiple Named Custom Themes,open,h0tzerapyc,2025-08-28T14:34:55Z,2025-10-06T18:17:37Z,,"type:enhancement, feature:theming",1,2,https://github.com/streamlit/streamlit/issues/12702,"Currently, Streamlit only supports a single custom theme in `config.toml`. This request proposes allowing multiple named themes to be defined in the configuration. This would enable users to switch between different custom looks (e.g., ""Corporate Light"" vs. ""Midnight Dark"") based on context or preference, similar to IDE theme switching."
3363258778,12359,Error when using st.segmented_control: ValueError 'content: O is not in list' at second call to run(),open,r0mac09,2025-08-28T13:04:26Z,2025-09-02T19:08:40Z,,"type:bug, status:confirmed, priority:P4, feature:app-testing",2,3,https://github.com/streamlit/streamlit/issues/12359,A `ValueError` occurs in `st.segmented_control` during testing with `AppTest` when a default value is set and a button is clicked. The error suggests an internal issue with how indices are calculated or tracked in the testing framework. A potential fix involving list comprehension updates in `element_tree.py` is suggested.
3360261738,12350,Add sections to `st.multiselect` options,open,jrieke,2025-08-27T17:35:11Z,2025-08-27T19:10:31Z,,"type:enhancement, feature:st.multiselect",1,5,https://github.com/streamlit/streamlit/issues/12350,"For long lists of options in `st.multiselect`, users want the ability to group items into labeled sections (e.g., ""Fruits"", ""Dairy""). This would improve navigation and readability compared to a flat list. The implementation could use a dictionary format for options similar to `st.navigation`."
3358432151,12342,Add support for dynamic tab badges or persistent tab keys,open,pallagj,2025-08-27T08:00:08Z,2025-08-27T16:53:46Z,,"type:enhancement, feature:st.tabs",2,1,https://github.com/streamlit/streamlit/issues/12342,"`st.tabs` resets the selected tab whenever the tab titles are updated, which disrupts UX when trying to show dynamic counters (like notification badges) in the title. The user requests a way to update tab titles or add badges without forcing a reset of the active tab. Solutions could include a dedicated `badge` parameter or persistent keys for tabs."
3356760526,12331,Customize quick select ranges/visibility in `st.date_input`,open,nbily1,2025-08-26T18:51:51Z,2025-08-28T17:14:32Z,,"type:enhancement, feature:st.date_input",3,4,https://github.com/streamlit/streamlit/issues/12331,"The ""quick select"" dropdown added to `st.date_input` is not always relevant, especially for use cases like selecting future dates. Users want a parameter (e.g., `quick_select=False`) to hide this dropdown when it doesn't add value. This would declutter the UI and prevent user confusion."
3354917263,12325,Support additional export formats for `st.dataframe`,open,lukasmasuch,2025-08-26T09:39:23Z,2025-08-30T16:40:18Z,,"type:enhancement, feature:st.dataframe, feature:st.data_editor",1,5,https://github.com/streamlit/streamlit/issues/12325,"Currently, `st.dataframe` only supports CSV export. The request is to expand the download toolbar to support other common formats such as Excel, Parquet, JSON, or PDF. This would provide more flexibility for users who need data in specific formats for downstream workflows."
3354882233,12324,Add clickable actions to alert elements,open,lukasmasuch,2025-08-26T09:29:09Z,2025-08-26T16:37:29Z,,"type:enhancement, feature:st.info, feature:st.success, feature:st.warning, feature:st.error, feature:st.exception",2,4,https://github.com/streamlit/streamlit/issues/12324,"Users want to add interactive buttons or actions directly within alert elements like `st.success` or `st.info`. For example, a ""View status"" button could be embedded in a success message. This allows for clearer calls to action associated with specific system states."
3354815690,12323,Streamlit is incredibly slow at calling anything via OpenRouter's API,open,apotenza92,2025-08-26T09:08:30Z,2025-09-15T18:23:41Z,,"type:bug, area:performance, status:confirmed, priority:P3, feature:st.write_stream, area:integrations",3,1,https://github.com/streamlit/streamlit/issues/12323,A user reports severe performance degradation when making calls to the OpenRouter API from within Streamlit compared to a standard Python script. The slowdown is significant (up to 16x slower) and seems specific to the Streamlit environment. The issue persists even when using the OpenAI client with the OpenRouter base URL.
3354791259,12322,Add clickable actions to `st.metric`,open,lukasmasuch,2025-08-26T09:01:03Z,2025-08-26T09:04:26Z,,"type:enhancement, feature:st.metric",1,9,https://github.com/streamlit/streamlit/issues/12322,"Similar to the request for alerts, this proposes adding clickable actions to `st.metric` cards. This could manifest as links or buttons (e.g., ""View more"") associated with a specific metric. It would enable users to drill down into data or trigger workflows directly from a KPI display."
3353328007,12315,"When uploading multiple files with st.chat_input, the X to remove file is not visually close to its file",open,sfc-gh-dmatthews,2025-08-25T21:57:18Z,2025-08-25T23:17:05Z,,"type:enhancement, feature:st.chat_input",3,1,https://github.com/streamlit/streamlit/issues/12315,"In `st.chat_input`, when multiple files are uploaded, the ""X"" button to remove a file is positioned equidistantly between file icons, making it unclear which file it belongs to. This visual ambiguity confuses users. The UI needs adjustment to clearly associate the delete button with its respective file."
3352815044,12311,Make all widgets use the same font size,open,jrieke,2025-08-25T18:35:41Z,2025-08-25T18:37:24Z,,"type:enhancement, area:layout, feature:theming",1,2,https://github.com/streamlit/streamlit/issues/12311,"Streamlit widgets currently use a mix of 16px (e.g., buttons, selectbox) and 14px (e.g., pills, segmented control) font sizes. This inconsistency causes alignment issues and visual jaggedness when placing different widgets side-by-side. The proposal is to standardize the font size across all widgets for a more cohesive look."
3352615112,12307,Horizontal bar chart column for `st.dataframe`,open,lukasmasuch,2025-08-25T17:20:30Z,2025-10-02T23:43:06Z,,"type:enhancement, feature:st.column_config",2,6,https://github.com/streamlit/streamlit/issues/12307,"Users want a column type in `st.dataframe` that renders a horizontal bar chart filling the cell background, similar to a progress bar but potentially more flexible. This would allow for quick visual comparison of values within the table. It could be a new `HorizontalBarChartColumn` or an enhancement to `ProgressColumn`."
3352315033,12306,Native Real-Time Collaboration - st.collaborate() API,open,Tomserre,2025-08-25T15:38:07Z,2025-08-25T18:21:29Z,,"type:enhancement, area:utilities",2,4,https://github.com/streamlit/streamlit/issues/12306,"This is a major feature request for native real-time collaboration, allowing multiple users to interact with the same app session simultaneously. The proposed `st.collaborate()` API would sync widget states across participants via WebSockets. This aims to support team workflows, shared dashboards, and interactive presentations."
3350819822,12304,Allow st.dataframe width and height to be specified in columns and rows instead of pixels,open,cjw296,2025-08-25T07:49:00Z,2025-08-26T08:57:09Z,,"type:enhancement, feature:st.dataframe, feature:st.data_editor",3,4,https://github.com/streamlit/streamlit/issues/12304,"Specifying `st.dataframe` dimensions in pixels is often difficult when the goal is to show a specific amount of data. The request is to allow setting width and height in terms of rows and columns (e.g., `max_rows=15`). This would simplify layout configuration for dynamic datasets."
3349679177,12303,New options at beginning of st.selectbox,open,mkubi84,2025-08-24T16:27:09Z,2025-08-24T22:03:23Z,,"type:enhancement, feature:st.selectbox",1,2,https://github.com/streamlit/streamlit/issues/12303,"When `accept_new_options` is enabled in `st.selectbox`, the option to add a new item appears at the bottom of the list. For long lists, this requires scrolling, which is inefficient. The user requests the ability to move this ""add"" option to the top for quicker access."
3349494397,12302,Support Apache ECharts natively,open,lukasmasuch,2025-08-24T12:49:29Z,2025-08-24T12:49:37Z,,"type:enhancement, feature:charts",1,5,https://github.com/streamlit/streamlit/issues/12302,"Apache ECharts is a popular visualization library, currently supported via a custom component that is no longer maintained. Given its popularity and extensive chart types, the request is to add native support for ECharts (`st.echarts_chart`) to Streamlit, complementing Altair and Plotly."
3347336207,12301,Add shadow around `st.container`,open,jrieke,2025-08-23T02:54:37Z,2025-08-24T16:02:47Z,,"type:enhancement, feature:st.container",2,4,https://github.com/streamlit/streamlit/issues/12301,"Users want to add a shadow effect to `st.container` to create a ""card"" look, common in modern dashboards. This would involve a new parameter (e.g., `shadow=True`) or theme setting. It would improve the visual hierarchy and separation of content sections."
3347327086,12300,Change `st.metric` font size and weight through theming,open,jrieke,2025-08-23T02:46:51Z,2025-08-26T12:50:17Z,,"type:enhancement, good first issue, feature:theming, feature:st.metric",5,4,https://github.com/streamlit/streamlit/issues/12300,"The styling of `st.metric` values is currently hardcoded. Users request new theming options (`metricValueFontSize`, `metricValueFontWeight`) to customize the appearance of metric numbers. This is important for matching corporate branding or specific dashboard designs."
3347244942,12299,Make `st.area_chart` have the same design as the area chart in `st.metric`,open,jrieke,2025-08-23T01:40:16Z,2025-08-23T02:48:34Z,,"type:enhancement, feature:builtin-charts",1,1,https://github.com/streamlit/streamlit/issues/12299,"The sparkline area charts in `st.metric` use a modern design with a line and muted fill. Users want `st.area_chart` to adopt this same aesthetic by default, replacing the current, more basic look. This would unify the visual language of charts across the library."
3347210096,12298,Icon for `st.metric`,open,jrieke,2025-08-23T01:16:03Z,2025-08-26T07:06:53Z,,"type:enhancement, feature:st.metric",1,6,https://github.com/streamlit/streamlit/issues/12298,"Many dashboards include icons alongside metrics to provide visual context. The request is to add an `icon` parameter to `st.metric`, allowing developers to display an icon (like a Material symbol) within the metric card. This would reduce the need for custom HTML/CSS workarounds."
3346007915,12294,"Color positive and negative bars in `st.column_config.BarChartColumn`, `st.metric`, and maybe `st.bar_chart`",open,sfc-gh-jrieke,2025-08-22T16:27:32Z,2025-10-31T18:42:47Z,,"type:enhancement, feature:st.metric, feature:st.column_config, feature:builtin-charts",3,3,https://github.com/streamlit/streamlit/issues/12294,"Users request the ability to automatically color bars green for positive values and red for negative values in chart columns and metrics. This visual cue is standard in financial and data dashboards. The feature should apply to `BarChartColumn`, `st.metric` charts, and potentially `st.bar_chart`."
3342203034,12287,Add a search bar feature in column visibility menu selection,open,plumol,2025-08-21T15:29:00Z,2025-08-22T06:09:28Z,,"type:enhancement, feature:st.dataframe",2,2,https://github.com/streamlit/streamlit/issues/12287,"For dataframes with many columns, the visibility toggle menu becomes hard to navigate. The request is to add a search bar within the column visibility dropdown. This would allow users to quickly find and toggle specific columns by name."
3340663809,12284,"Specify precision when using ""compact"" formatting",open,OrthelT,2025-08-21T07:41:13Z,2025-08-21T15:17:35Z,,"type:enhancement, feature:st.metric, feature:st.column_config",2,1,https://github.com/streamlit/streamlit/issues/12284,"When using `format=""compact""` in `NumberColumn`, precision is often lost (e.g., 12,000,000 becomes 12M). Users want a `precision` parameter to control the number of decimal places in the compact view (e.g., display 12.21M instead). This ensures data remains informative while concise."
3334695865,12265,`st.divider` should have equal space above and below,open,jrieke,2025-08-19T14:53:50Z,2025-09-17T16:28:50Z,,"type:enhancement, feature:markdown, feature:st.divider",2,3,https://github.com/streamlit/streamlit/issues/12265,"Currently, `st.divider` has unequal margins, with more space above than below. This creates an unbalanced look. The request is to equalize the vertical margins for dividers, consistent with other layout elements, to improve visual symmetry."
3332284013,12260,Regression: Selectbox/Multiselect keyboard focus not activating on mobile (only works in desktop mode),open,gquinche,2025-08-18T22:09:15Z,2025-10-06T17:59:36Z,,"type:bug, status:confirmed, priority:P3, feature:st.selectbox, feature:st.multiselect",4,1,https://github.com/streamlit/streamlit/issues/12260,"On mobile devices, tapping into `st.selectbox` or `st.multiselect` opens the menu but fails to trigger the keyboard for searching. This forces users to switch to ""Desktop mode"" to type. This is a regression, as previous versions handled mobile focus correctly."
3330743391,12255,"Support for a bigger, more comprehensive st.segmented_control",open,arnaudmiribel,2025-08-18T13:28:08Z,2025-08-27T21:26:36Z,,"type:enhancement, feature:st.segmented_control",2,4,https://github.com/streamlit/streamlit/issues/12255,"The user requests a more prominent, high-level selection widget, similar to a large segmented control used in a specific Streamlit tool. This ""hero"" widget would serve as a clear top-level filter for the page, visually distinct from standard controls."
3330640656,12254,Disable individual options in st.pills or st.segmented_control,open,arnaudmiribel,2025-08-18T13:01:32Z,2025-08-23T22:09:22Z,,"type:enhancement, good first issue, feature:st.segmented_control, feature:st.pills",4,4,https://github.com/streamlit/streamlit/issues/12254,Users want to disable specific options within `st.pills` or `st.segmented_control` without hiding them. This would be done by passing a list of booleans or indices to a `disabled` parameter. It allows showing all possibilities while restricting interaction based on logic.
3330211108,12250,"Advanced Navigation Menu: Collapsible Groups, Hover, Pinning, Counters",open,pallagj,2025-08-18T10:54:09Z,2025-08-18T16:18:17Z,,"type:enhancement, feature:st.navigation",2,4,https://github.com/streamlit/streamlit/issues/12250,"This request outlines a wish list for an advanced navigation sidebar similar to GitLab's. Features include hover expansion, collapsible groups, pinning pages, and badge counters for items. These enhancements would make navigation in complex apps more powerful and intuitive."
3329990850,12249,Multiple dashboards open locally with same oauth configuration,open,velochy,2025-08-18T09:45:37Z,2025-08-18T13:10:01Z,,"type:enhancement, feature:authentication",1,1,https://github.com/streamlit/streamlit/issues/12249,"Developing multiple apps locally with OAuth is difficult because the `redirect_uri` is often hardcoded to a specific port (e.g., 8501). The user suggests allowing the `redirect_uri` to default to the current port dynamically. This would enable running multiple auth-enabled apps simultaneously on different ports."
3326657639,12245,Support Folium maps natively,open,jrieke,2025-08-16T00:43:24Z,2025-08-24T16:44:33Z,,"type:enhancement, feature:custom-components, area:geospatial",3,15,https://github.com/streamlit/streamlit/issues/12245,"`streamlit-folium` is a widely used custom component for geospatial visualization. Given its popularity over native PyDeck options, the request is to integrate Folium support directly into Streamlit as `st.folium_chart`. This would provide a robust, supported geospatial tool out of the box."
3326634091,12244,Show a button in the top navigation bar,open,jrieke,2025-08-16T00:20:22Z,2025-08-16T00:20:33Z,,"type:enhancement, feature:multipage-apps, feature:st.navigation",1,4,https://github.com/streamlit/streamlit/issues/12244,"Users want to place a generic action button in the top navigation bar (e.g., for ""Logout"", ""Settings"", or ""Links""). Currently, this area is restricted to page navigation. Adding a button here would allow for global app actions that are always accessible."
3326436570,12238,Multi-column selections in `st.dataframe` should be additive,open,jrieke,2025-08-15T21:41:42Z,2025-08-15T21:41:52Z,,"type:enhancement, feature:st.dataframe",1,1,https://github.com/streamlit/streamlit/issues/12238,"When multi-column selection is enabled, clicking a column header currently deselects others unless Shift is held. This behavior is unfriendly on mobile where Shift-click isn't possible. The request is to make column selection additive by default (click to toggle) to improve usability."
3325328779,12229,Shorten numbers in `st.metric`,open,jrieke,2025-08-15T13:43:52Z,2025-11-06T01:14:11Z,,"type:enhancement, good first issue, feature:st.metric",7,3,https://github.com/streamlit/streamlit/issues/12229,"Users currently have to use external libraries to format large numbers (e.g., ""100k"") in metrics. The request is to add native ""compact"" formatting support to `st.metric`, similar to `NumberColumn`. This would make displaying readable KPIs easier."
3324583433,12225,Sidebar Header layout to inherit from App Header,open,alex-bork,2025-08-15T07:26:28Z,2025-08-19T12:15:42Z,,"type:enhancement, feature:theming, feature:st.sidebar",3,2,https://github.com/streamlit/streamlit/issues/12225,The user wants the sidebar header to match the layout and styling of the main app header for branding consistency. Recent updates broke a workaround that achieved this. The request is for native support or a reliable way to unify the header design across the sidebar and main area.
3323877138,12223,Change background color of top navigation bar,open,cppratt1,2025-08-14T23:29:51Z,2025-08-17T22:11:20Z,,"type:enhancement, feature:theming, feature:st.navigation",6,4,https://github.com/streamlit/streamlit/issues/12223,The top navigation bar currently uses the default theme colors. Users want to customize its background color to differentiate it from the content or match specific branding. A `background_color` or style parameter in `st.navigation` is requested.
3322639205,12217,"Add `height=""stretch""` to `st.tabs`",open,injeniero,2025-08-14T15:27:03Z,2025-11-07T22:43:22Z,,"type:enhancement, good first issue, area:layout, feature:st.tabs",9,5,https://github.com/streamlit/streamlit/issues/12217,"Recent layout updates added `height` controls to containers, but `st.tabs` was not updated. Users want `st.tabs` to support `height=""stretch""` so that tab content can fill the available vertical space. This is necessary for fully responsive, full-height layouts using tabs."
3322069274,12211,Show chart data for Plotly charts,open,jrieke,2025-08-14T12:27:59Z,2025-08-14T12:28:17Z,,"type:enhancement, feature:st.plotly_chart",1,3,https://github.com/streamlit/streamlit/issues/12211,"Streamlit is adding a ""view data"" toolbar button for Altair charts. This request is to extend that same functionality to Plotly charts. It would allow users to inspect the underlying dataframe of a Plotly visualization directly within the app."
3320157772,12204,Automatically reformat in CI on lint failure,open,wyattscarpenter,2025-08-13T23:16:43Z,2025-08-14T00:12:28Z,,"type:enhancement, area:contribution",2,2,https://github.com/streamlit/streamlit/issues/12204,"Currently, CI fails if linting checks (like `ruff format`) fail. The suggestion is to have CI automatically apply formatting fixes and commit them, rather than just failing. This improves developer quality of life by handling routine formatting tasks automatically."
3319312393,12199,Make `key` on `st.dataframe` work in app testing,open,Nicknamen,2025-08-13T17:44:29Z,2025-11-08T06:34:25Z,,"type:enhancement, feature:st.dataframe, feature:app-testing",6,2,https://github.com/streamlit/streamlit/issues/12199,"In the `AppTest` framework, `st.dataframe` (and metrics) cannot be accessed by their `key`, unlike other widgets. The request is to enable key-based access for these elements in tests. This would make writing robust tests for dataframes easier."
3296472472,12130,AdvancedLayouts 'content' width option for `st.container`,open,nilcam,2025-08-06T12:15:44Z,2025-08-13T15:30:59Z,,"type:enhancement, area:layout, feature:st.container",2,2,https://github.com/streamlit/streamlit/issues/12130,"The preview for FlexLayouts allowed `width='content'` for containers, but the release version removed it. Users want this feature back to allow containers to shrink-wrap their width to their content. This is useful for creating adaptive layouts."
3295177882,12127,Content width for st.write,open,dcoe-jkpaper,2025-08-06T04:52:50Z,2025-08-12T08:24:47Z,,"type:enhancement, area:layout, feature:st.container, feature:st.write",3,3,https://github.com/streamlit/streamlit/issues/12127,"`st.write` does not accept a `width` parameter, causing it to always fill the width even inside centered containers. Users want `st.write` (and `st.markdown`) to respect container alignment or accept a `width='content'` parameter to align text properly in flex layouts."
3289349707,12109,st.image_upload,open,shakamoushie,2025-08-04T12:59:27Z,2025-08-04T16:18:30Z,,"type:enhancement, area:widgets, type:possible-component",1,1,https://github.com/streamlit/streamlit/issues/12109,"Users request a component that combines image display with upload functionality, similar to changing a profile picture. Clicking the image would trigger an upload prompt to replace it. This would streamline UIs where updating an image is a primary action."
3289272097,12108,Frequent websocket connection drops on higher (default 30s) ping_interval,open,MaxvandenBoom,2025-08-04T12:36:24Z,2025-11-08T01:18:45Z,,"type:enhancement, area:server",10,6,https://github.com/streamlit/streamlit/issues/12108,"An update to Tornado 6.5.1 in Streamlit 1.47.0 caused frequent WebSocket connection drops for some users, particularly those behind proxies/Nginx. The issue relates to the `ping_interval` setting. The user requests stability improvements for higher ping intervals or compatibility with newer Tornado versions without drops."
3285161379,12106,Support text/content align in st.dataframe,open,jhanggi,2025-08-01T21:20:05Z,2025-08-01T21:42:13Z,,"type:enhancement, feature:st.dataframe, feature:st.data_editor, feature:st.column_config",1,6,https://github.com/streamlit/streamlit/issues/12106,"Users want to control the text alignment (left, center, right) of cells within `st.dataframe`. Currently, alignment is often automatic based on type. The request is to expose an alignment option in `column_config` or Pandas styler support for better table presentation."
3285029873,12104,static images served by streamlit should work on all image compatible features,open,injeniero,2025-08-01T20:16:42Z,2025-08-01T21:43:15Z,,"type:enhancement, feature:st.image, feature:st.audio, feature:st.video, feature:st.set_page_config, feature:st.chat_message",1,2,https://github.com/streamlit/streamlit/issues/12104,Streamlit's static file serving works for `st.image` via URL but not seamlessly for other image-accepting arguments like `avatar` in `st.chat_message` or `page_icon` in `st.set_page_config`. The request is to support local static paths uniformly across all image-related parameters for consistency and performance.
3284913421,12103,st.image shows up in profile as the cause of slow app run,open,injeniero,2025-08-01T19:23:11Z,2025-08-06T16:34:54Z,,"type:enhancement, feature:cache, feature:st.image",5,1,https://github.com/streamlit/streamlit/issues/12103,"Profiling reveals that `st.image` re-processes image data on every run, even if the image hasn't changed. This causes unnecessary performance overhead. The expected behavior is for `st.image` to cache processed images or avoid redundant work on reruns to speed up app rendering."
3284832964,12101,Include all warnings (not just deprecation warnings) in `client.showErrorDetails`,open,sfc-gh-dmatthews,2025-08-01T18:51:05Z,2025-08-04T18:16:37Z,,"type:enhancement, feature:config",1,3,https://github.com/streamlit/streamlit/issues/12101,"The `client.showErrorDetails` config currently only suppresses deprecation warnings when set to ""none"". Other warnings still show full stack traces. The request is to make this setting apply to *all* warnings to allow for cleaner production apps without debug clutter."
3280554729,12090,Slow Rendering Of Large Pages (Many Widgets),open,i3130002,2025-07-31T13:50:40Z,2025-08-18T14:08:47Z,,"type:enhancement, area:performance",7,1,https://github.com/streamlit/streamlit/issues/12090,"A user reports slow rendering times for pages with many widgets (e.g., 500+ inputs). The profiling indicates bottlenecks in the frontend rendering or data transfer. The request is to optimize rendering performance for pages with high widget counts to improve responsiveness."
3279802568,12084,More flexibility in st.logo width and height,open,neuspou,2025-07-31T09:46:05Z,2025-11-07T22:52:28Z,,"type:enhancement, feature:st.logo",5,3,https://github.com/streamlit/streamlit/issues/12084,"`st.logo` is optimized for rectangular logos, making square logos appear too small. The user requests parameters to adjust the height and width of the logo explicitly. This would allow for better branding presentation regardless of logo aspect ratio."
3279170566,12080,Visual gap between dataframe border and background,open,sfc-gh-dmatthews,2025-07-31T05:29:02Z,2025-08-29T19:57:44Z,,"type:bug, feature:st.dataframe, status:confirmed, priority:P3, upstream",2,1,https://github.com/streamlit/streamlit/issues/12080,"There is a visual defect in `st.dataframe` headers where the border radius doesn't match the background, creating a gap. This looks like a styling bug. The goal is to fix the CSS to ensure the header background cleanly fills the bordered area."
3278371425,12076,RuntimeError: Event loop is closed with st.stream_write while using Langgraph astream,open,amanchaudhary-95,2025-07-30T20:32:20Z,2025-08-30T11:28:40Z,,"type:bug, feature:cache, status:confirmed, priority:P3, feature:st.write_stream",7,2,https://github.com/streamlit/streamlit/issues/12076,"Using `st.write_stream` with an async generator from LangGraph inside a cached function causes a `RuntimeError: Event loop is closed` after the first interaction. This suggests a conflict between Streamlit's caching mechanism, async loop handling, and the streaming widget. The user needs a fix to allow robust async streaming from cached resources."
